nomNuance,nuance,annee,election,tour,region,departement,inscrits,votants,exprimes,voix,clef,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
Extrême gauche,LEXG,2015,Régionales,1,75,87,264970,145645,135623,2386,Régionales12015,54.97,54.97,3.78,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,09,116689,62059,58474,1449,Régionales12015,53.18,53.18,3.07,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,11,268758,147733,139548,2733,Régionales12015,54.97,54.97,3.05,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,12,218654,118433,111221,1825,Régionales12015,54.16,54.16,3.3,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,30,532636,269695,258179,4696,Régionales12015,50.63,50.63,2.16,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,31,877256,450510,434113,7319,Régionales12015,51.35,51.35,1.87,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,32,144712,79393,74671,1498,Régionales12015,54.86,54.86,3.26,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,34,781383,400196,384614,5891,Régionales12015,51.22,51.22,1.99,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,46,135779,75258,70366,1384,Régionales12015,55.43,55.43,3.6,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,48,59906,32917,31027,482,Régionales12015,54.95,54.95,3.15,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,65,177905,89390,84232,2125,Régionales12015,50.25,50.25,2.9,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,66,342593,175439,167131,3345,Régionales12015,51.21,51.21,2.43,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,81,288064,157280,148901,2724,Régionales12015,54.6,54.6,2.91,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,76,82,180307,96352,91099,1711,Régionales12015,53.44,53.44,2.91,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,01,406874,196331,189933,2274,Régionales12015,48.25,48.25,1.57,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,03,253703,126944,119872,2161,Régionales12015,50.04,50.04,2.79,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,07,247803,130632,125556,1697,Régionales12015,52.72,52.72,2.05,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,15,118078,59582,55955,788,Régionales12015,50.46,50.46,3.07,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,26,363289,185339,178422,2345,Régionales12015,51.02,51.02,1.9,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,38,840777,406210,393554,5234,Régionales12015,48.31,48.31,1.51,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,42,508757,250384,242408,3388,Régionales12015,49.21,49.21,1.57,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,43,177167,100100,96184,906,Régionales12015,56.5,56.5,2.21,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,63,454475,232794,222095,3104,Régionales12015,51.22,51.22,2.35,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,69,1108472,527659,515535,5446,Régionales12015,47.6,47.6,1.09,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,73,304772,147417,142304,1596,Régionales12015,48.37,48.37,1.68,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,84,74,526603,233931,225997,2420,Régionales12015,44.42,44.42,1.51,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,93,04,125778,71608,68986,1035,Régionales12015,56.93,56.93,2.08,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,93,05,108920,61733,59082,934,Régionales12015,56.68,56.68,2.43,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,93,06,761575,402660,392624,3881,Régionales12015,52.87,52.87,1.32,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,93,13,1351391,673328,651632,11819,Régionales12015,49.82,49.82,1.61,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,93,83,780011,404565,392916,5287,Régionales12015,51.87,51.87,1.49,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,93,84,398416,217515,210017,3323,Régionales12015,54.59,54.59,1.88,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,01,971,316345,126651,112242,27081,Présidentielles12017,40.04,40.04,4.55,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,02,972,310812,123957,109264,29903,Présidentielles12017,39.88,39.88,4.73,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,03,973,92935,31925,26839,6633,Présidentielles12017,34.35,34.35,5.47,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,04,974,639481,375252,350480,85987,Présidentielles12017,58.68,58.68,3.87,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,06,976,83047,36187,33130,2789,Présidentielles12017,43.57,43.57,3.68,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,75,1301637,1091437,1076559,210548,Présidentielles12017,83.85,83.85,1.14,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,77,881558,698256,680591,141827,Présidentielles12017,79.21,79.21,2.0,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,78,951148,773663,758934,126345,Présidentielles12017,81.34,81.34,1.55,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,91,795227,637787,623487,136392,Présidentielles12017,80.2,80.2,1.8,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,92,986730,810015,794758,145289,Présidentielles12017,82.09,82.09,1.55,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,93,766894,555942,541202,184123,Présidentielles12017,72.49,72.49,1.92,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,94,785540,621472,607787,149112,Présidentielles12017,79.11,79.11,1.74,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,11,95,730497,562937,548138,131342,Présidentielles12017,77.06,77.06,2.03,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,24,18,228983,178073,172686,33694,Présidentielles12017,77.77,77.77,2.35,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,24,28,301466,240992,234779,38035,Présidentielles12017,79.94,79.94,2.06,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,24,36,170409,135498,130934,24938,Présidentielles12017,79.51,79.51,2.68,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,24,37,428871,348700,339905,65931,Présidentielles12017,81.31,81.31,2.05,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,24,41,245321,198996,193738,31576,Présidentielles12017,81.12,81.12,2.14,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,24,45,452607,364633,355572,58134,Présidentielles12017,80.56,80.56,2.0,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,21,360727,292034,285180,50859,Présidentielles12017,80.96,80.96,1.9,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,25,368401,292202,284179,50803,Présidentielles12017,79.32,79.32,2.18,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,39,190332,153808,149569,30331,Présidentielles12017,80.81,80.81,2.23,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,58,159425,123968,120434,23079,Présidentielles12017,77.76,77.76,2.22,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,70,179214,144238,139522,22150,Présidentielles12017,80.48,80.48,2.63,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,71,406418,319634,309951,55249,Présidentielles12017,78.65,78.65,2.38,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,89,241918,189179,184553,30815,Présidentielles12017,78.2,78.2,1.91,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,27,90,95290,73652,71574,13672,Présidentielles12017,77.29,77.29,2.18,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,28,14,501153,410840,401622,75620,Présidentielles12017,81.98,81.98,1.84,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,28,27,427533,345318,336777,58844,Présidentielles12017,80.77,80.77,2.0,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,28,50,379104,308902,300446,51026,Présidentielles12017,81.48,81.48,2.23,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,28,61,208734,170394,166057,24542,Présidentielles12017,81.63,81.63,2.08,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,28,76,881658,704364,686526,152394,Présidentielles12017,79.89,79.89,2.02,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,32,02,375752,295569,288140,48950,Présidentielles12017,78.66,78.66,1.98,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,32,59,1804668,1387595,1353803,288115,Présidentielles12017,76.89,76.89,1.87,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,32,60,562085,448831,437793,77415,Présidentielles12017,79.85,79.85,1.96,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,32,62,1090368,856174,833152,159342,Présidentielles12017,78.52,78.52,2.11,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,32,80,409014,328525,319636,59491,Présidentielles12017,80.32,80.32,2.17,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,08,194379,150303,146803,26172,Présidentielles12017,77.32,77.32,1.8,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,10,203847,164896,161068,22496,Présidentielles12017,80.89,80.89,1.88,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,51,381696,300431,293769,44424,Présidentielles12017,78.71,78.71,1.75,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,52,134148,105379,102440,15380,Présidentielles12017,78.55,78.55,2.19,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,54,495091,388596,379766,77400,Présidentielles12017,78.49,78.49,1.78,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,55,137629,109780,107045,16020,Présidentielles12017,79.77,79.77,1.99,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,57,751271,573771,559217,100118,Présidentielles12017,76.37,76.37,1.94,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,67,766539,612502,598105,88420,Présidentielles12017,79.9,79.9,1.88,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,68,526190,415694,403910,57856,Présidentielles12017,79.0,79.0,2.24,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,44,88,282612,226219,219502,36524,Présidentielles12017,80.05,80.05,2.38,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,52,44,993538,830941,811457,178357,Présidentielles12017,83.63,83.63,1.96,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,52,49,569425,472387,458958,78293,Présidentielles12017,82.96,82.96,2.36,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,52,53,222325,185933,180232,26798,Présidentielles12017,83.63,83.63,2.56,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,52,72,405440,331863,322444,56851,Présidentielles12017,81.85,81.85,2.32,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,52,85,514442,431575,418830,63156,Présidentielles12017,83.89,83.89,2.48,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,53,22,455958,384341,374969,76013,Présidentielles12017,84.29,84.29,2.06,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,53,29,690571,569935,557185,109607,Présidentielles12017,82.53,82.53,1.85,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,53,35,730142,613437,599341,118096,Présidentielles12017,84.02,84.02,1.93,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,53,56,577012,480899,468835,82020,Présidentielles12017,83.34,83.34,2.09,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,16,259954,204974,199013,40755,Présidentielles12017,78.85,78.85,2.29,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,17,491369,392018,382065,72491,Présidentielles12017,79.78,79.78,2.03,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,19,185277,150978,145613,30357,Présidentielles12017,81.49,81.49,2.9,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,23,93113,73196,70251,14827,Présidentielles12017,78.61,78.61,3.16,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,24,314020,256500,248710,57132,Présidentielles12017,81.68,81.68,2.48,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,33,1086982,870380,850820,185888,Présidentielles12017,80.07,80.07,1.8,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,40,310197,254786,247866,49949,Présidentielles12017,82.14,82.14,2.23,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,47,240931,194126,188822,36018,Présidentielles12017,80.57,80.57,2.2,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,64,502378,405021,395653,78803,Présidentielles12017,80.62,80.62,1.86,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,79,272385,221229,214398,41609,Présidentielles12017,81.22,81.22,2.51,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,86,307014,244887,237748,49061,Présidentielles12017,79.76,79.76,2.33,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,75,87,266322,215699,208415,46549,Présidentielles12017,80.99,80.99,2.74,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,09,117409,96017,93306,24970,Présidentielles12017,81.78,81.78,2.31,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,11,272695,220142,214361,46126,Présidentielles12017,80.73,80.73,2.12,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,12,218919,182450,177003,34689,Présidentielles12017,83.34,83.34,2.49,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,30,537939,430662,420682,90905,Présidentielles12017,80.06,80.06,1.86,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,31,906653,735868,719393,170446,Présidentielles12017,81.16,81.16,1.82,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,32,144959,121932,118683,23089,Présidentielles12017,84.11,84.11,2.24,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,34,800394,641024,626844,143996,Présidentielles12017,80.09,80.09,1.77,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,46,136322,113975,110787,26014,Présidentielles12017,83.61,83.61,2.34,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,48,59508,49559,48147,9483,Présidentielles12017,83.28,83.28,2.37,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,65,177690,143415,139689,32148,Présidentielles12017,80.71,80.71,2.1,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,66,347914,273930,266787,56392,Présidentielles12017,78.73,78.73,2.05,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,81,291194,240687,233757,48094,Présidentielles12017,82.66,82.66,2.38,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,76,82,183341,150718,146801,27841,Présidentielles12017,82.21,82.21,2.14,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,01,415886,334379,325799,51736,Présidentielles12017,80.4,80.4,2.06,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,03,253508,199233,192460,38311,Présidentielles12017,78.59,78.59,2.67,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,07,249258,202640,195556,42622,Présidentielles12017,81.3,81.3,2.84,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,15,117425,94658,91566,14566,Présidentielles12017,80.61,80.61,2.63,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,26,369489,296279,288741,58037,Présidentielles12017,80.19,80.19,2.04,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,38,856366,678362,662514,135949,Présidentielles12017,79.21,79.21,1.85,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,42,510809,401971,391367,73388,Présidentielles12017,78.69,78.69,2.08,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,43,177158,144283,139577,25419,Présidentielles12017,81.44,81.44,2.66,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,63,460939,367576,356567,78417,Présidentielles12017,79.75,79.75,2.39,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,69,1155604,906531,888512,175051,Présidentielles12017,78.45,78.45,1.56,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,73,310237,247491,241559,45013,Présidentielles12017,79.77,79.77,1.91,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,84,74,540033,423758,413498,67079,Présidentielles12017,78.47,78.47,1.9,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,93,04,126578,102255,99714,22448,Présidentielles12017,80.78,80.78,2.01,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,93,05,109907,89086,86927,18796,Présidentielles12017,81.06,81.06,1.96,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,93,06,761761,599858,587932,87941,Présidentielles12017,78.75,78.75,1.57,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,93,13,1372394,1072248,1049698,231194,Présidentielles12017,78.13,78.13,1.64,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,93,83,794777,625670,612438,94184,Présidentielles12017,78.72,78.72,1.66,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,93,84,402323,321721,314228,60852,Présidentielles12017,79.97,79.97,1.86,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,94,2A,108781,75023,72868,10085,Présidentielles12017,68.97,68.97,1.98,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,94,2B,124875,83968,81508,11229,Présidentielles12017,67.24,67.24,1.97,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,ROM,975,4966,2728,2632,933,Présidentielles12017,54.93,54.93,1.93,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,ROM,977,5232,2874,2805,299,Présidentielles12017,54.93,54.93,1.32,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,ROM,978,20153,5309,5060,854,Présidentielles12017,26.34,26.34,1.24,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,ROM,986,8464,5411,5348,192,Présidentielles12017,63.93,63.93,0.74,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,ROM,987,203940,79413,75622,5952,Présidentielles12017,38.94,38.94,1.86,Rouge,#EE4A40
France insoumise,LFI,2017,Présidentielles,1,ROM,988,189483,91226,86946,7703,Présidentielles12017,48.14,48.14,2.26,Rouge,#EE4A40
Front National,BC-FN,2015,Départementales,1,01,971,310205,137788,124404,465,Départementales12015,44.42,44.42,4.31,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,04,974,615757,269789,239890,6505,Départementales12015,43.81,43.81,4.86,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,06,976,77034,48257,46427,199,Départementales12015,62.64,62.64,2.38,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,11,77,857845,385543,369886,115405,Départementales12015,44.94,44.94,1.83,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,11,78,949891,430548,416282,84229,Départementales12015,45.33,45.33,1.5,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,11,91,782340,371018,356993,81082,Départementales12015,47.42,47.42,1.79,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,11,92,969410,447043,430420,55498,Départementales12015,46.11,46.11,1.71,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,11,93,760152,279952,268334,54168,Départementales12015,36.83,36.83,1.53,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,11,94,778276,345845,335151,57665,Départementales12015,44.44,44.44,1.37,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,11,95,719446,291280,280846,69582,Départementales12015,40.49,40.49,1.45,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,24,18,229123,116862,110056,27372,Départementales12015,51.0,51.0,2.97,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,24,28,298905,145145,138060,40141,Départementales12015,48.56,48.56,2.37,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,24,36,171449,91199,86301,20892,Départementales12015,53.19,53.19,2.86,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,24,37,420269,213818,204118,47723,Départementales12015,50.88,50.88,2.31,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,24,41,244044,130353,124348,34061,Départementales12015,53.41,53.41,2.46,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,24,45,445425,222634,212807,60998,Départementales12015,49.98,49.98,2.21,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,27,21,354273,190815,181091,49408,Départementales12015,53.86,53.86,2.74,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,27,25,362582,191025,181597,53388,Départementales12015,52.68,52.68,2.6,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,27,39,187789,105829,100283,25954,Départementales12015,56.36,56.36,2.95,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,27,58,161980,85897,81362,21263,Départementales12015,53.03,53.03,2.8,Bleu marine,#0C295A
Front National,BC-FN,2015,Départementales,1,27,70,179518,106297,99992,29700,Départementales12015,59.21,59.21,3.51,Bleu marine,#0C295A
