nomNuance,nuance,annee,election,tour,region,departement,inscrits,votants,exprimes,voix,clef,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
Parti Socialiste,BC-SOC,2015,Départementales,2,44,67,764010,352458,327876,29674,Départementales22015,46.13,46.13,3.22,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,44,88,239071,122938,110885,6399,Départementales22015,51.42,51.42,5.04,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,52,44,957125,464919,426659,140597,Départementales22015,48.57,48.57,4.0,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,52,49,526548,254869,231891,46469,Départementales22015,48.4,48.4,4.36,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,52,72,406364,206312,186509,28640,Départementales22015,50.77,50.77,4.87,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,52,85,288448,147786,132568,13896,Départementales22015,51.23,51.23,5.28,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,53,22,437353,245066,225693,53879,Départementales22015,56.03,56.03,4.43,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,53,29,657875,328331,302955,143188,Départementales22015,49.91,49.91,3.86,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,53,35,678671,336421,309359,87294,Départementales22015,49.57,49.57,3.99,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,53,56,538576,268934,243512,5254,Départementales22015,49.93,49.93,4.72,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,17,429569,212071,192364,28890,Départementales22015,49.37,49.37,4.59,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,19,147856,90465,81998,39062,Départementales22015,61.18,61.18,5.73,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,23,75416,45589,41359,12358,Départementales22015,60.45,60.45,5.61,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,24,311130,188306,169316,78126,Départementales22015,60.52,60.52,6.1,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,33,1002274,500665,465820,113540,Départementales22015,49.95,49.95,3.48,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,40,281559,155628,139738,58383,Départementales22015,55.27,55.27,5.64,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,47,239486,145093,135465,34341,Départementales22015,60.59,60.59,4.02,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,64,497050,265107,241792,46442,Départementales22015,53.34,53.34,4.69,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,86,284406,144686,130302,43334,Départementales22015,50.87,50.87,5.06,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,75,87,263819,148611,128600,53122,Départementales22015,56.33,56.33,7.59,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,09,99328,56595,49984,22727,Départementales22015,56.98,56.98,6.66,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,11,252204,152117,138605,61803,Départementales22015,60.32,60.32,5.36,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,12,144421,84187,77008,10978,Départementales22015,58.29,58.29,4.97,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,30,509272,286144,262153,31069,Départementales22015,56.19,56.19,4.71,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,31,868808,455698,420953,179228,Départementales22015,52.45,52.45,4.0,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,32,128938,78490,72589,22013,Départementales22015,60.87,60.87,4.58,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,34,772574,420092,385851,88023,Départementales22015,54.38,54.38,4.43,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,46,111197,64485,56583,14654,Départementales22015,57.99,57.99,7.11,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,48,49123,33511,30955,2309,Départementales22015,68.22,68.22,5.2,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,65,167271,91423,81287,17805,Départementales22015,54.66,54.66,6.06,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,66,340140,199517,185850,35070,Départementales22015,58.66,58.66,4.02,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,81,274993,163631,148515,28029,Départementales22015,59.5,59.5,5.5,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,76,82,169130,101208,92945,8620,Départementales22015,59.84,59.84,4.89,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,03,241898,128326,117791,16212,Départementales22015,53.05,53.05,4.36,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,07,230800,131666,122362,27410,Départementales22015,57.05,57.05,4.03,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,15,69580,39882,36491,1559,Départementales22015,57.32,57.32,4.87,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,26,360793,197532,183093,48878,Départementales22015,54.75,54.75,4.0,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,42,510264,258331,241782,19755,Départementales22015,50.63,50.63,3.24,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,43,130595,69229,62922,11984,Départementales22015,53.01,53.01,4.83,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,63,410360,209934,188851,6510,Départementales22015,51.16,51.16,5.14,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,69,313750,152258,138293,7395,Départementales22015,48.53,48.53,4.45,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,73,289796,137887,125190,22445,Départementales22015,47.58,47.58,4.38,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,84,74,467433,205418,187282,3069,Départementales22015,43.95,43.95,3.88,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,93,04,125159,70877,64181,23062,Départementales22015,56.63,56.63,5.35,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,93,05,79752,43891,39972,3275,Départementales22015,55.03,55.03,4.91,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,93,06,638873,306643,284175,7589,Départementales22015,48.0,48.0,3.52,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,93,13,1340882,680841,627133,48516,Départementales22015,50.78,50.78,4.01,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,93,83,748399,383052,353848,6754,Départementales22015,51.18,51.18,3.9,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,93,84,368106,211283,196640,25174,Départementales22015,57.4,57.4,3.98,Rose,#FF5E9A
Parti Socialiste,BC-SOC,2015,Départementales,2,94,2B,61153,36675,34725,806,Départementales22015,59.97,59.97,3.19,Rose,#FF5E9A
Parti Socialiste,LSOC,2015,Régionales,1,01,971,313433,147975,140454,57717,Régionales12015,47.21,47.21,2.4,Rose,#FF5E9A
Parti Socialiste,LSOC,2015,Régionales,1,94,2A,106822,61962,60534,1549,Régionales12015,58.0,58.0,1.34,Rose,#FF5E9A
Parti Socialiste,LSOC,2015,Régionales,1,94,2B,123044,75181,73455,2804,Régionales12015,61.1,61.1,1.4,Rose,#FF5E9A
Parti Socialiste,LSOC,2015,Régionales,2,01,971,313433,179669,171277,72811,Régionales22015,57.32,57.32,2.68,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,01,971,316345,126651,112242,11165,Présidentielles12017,40.04,40.04,4.55,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,02,972,310812,123957,109264,10661,Présidentielles12017,39.88,39.88,4.73,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,03,973,92935,31925,26839,1529,Présidentielles12017,34.35,34.35,5.47,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,04,974,639481,375252,350480,26872,Présidentielles12017,58.68,58.68,3.87,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,06,976,83047,36187,33130,1434,Présidentielles12017,43.57,43.57,3.68,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,75,1301637,1091437,1076559,109550,Présidentielles12017,83.85,83.85,1.14,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,77,881558,698256,680591,38772,Présidentielles12017,79.21,79.21,2.0,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,78,951148,773663,758934,52564,Présidentielles12017,81.34,81.34,1.55,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,91,795227,637787,623487,42072,Présidentielles12017,80.2,80.2,1.8,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,92,986730,810015,794758,57114,Présidentielles12017,82.09,82.09,1.55,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,93,766894,555942,541202,45506,Présidentielles12017,72.49,72.49,1.92,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,94,785540,621472,607787,47228,Présidentielles12017,79.11,79.11,1.74,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,11,95,730497,562937,548138,37518,Présidentielles12017,77.06,77.06,2.03,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,24,18,228983,178073,172686,9157,Présidentielles12017,77.77,77.77,2.35,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,24,28,301466,240992,234779,12317,Présidentielles12017,79.94,79.94,2.06,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,24,36,170409,135498,130934,7786,Présidentielles12017,79.51,79.51,2.68,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,24,37,428871,348700,339905,22898,Présidentielles12017,81.31,81.31,2.05,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,24,41,245321,198996,193738,10956,Présidentielles12017,81.12,81.12,2.14,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,24,45,452607,364633,355572,20438,Présidentielles12017,80.56,80.56,2.0,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,21,360727,292034,285180,16810,Présidentielles12017,80.96,80.96,1.9,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,25,368401,292202,284179,16318,Présidentielles12017,79.32,79.32,2.18,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,39,190332,153808,149569,7589,Présidentielles12017,80.81,80.81,2.23,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,58,159425,123968,120434,7854,Présidentielles12017,77.76,77.76,2.22,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,70,179214,144238,139522,6596,Présidentielles12017,80.48,80.48,2.63,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,71,406418,319634,309951,19184,Présidentielles12017,78.65,78.65,2.38,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,89,241918,189179,184553,8846,Présidentielles12017,78.2,78.2,1.91,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,27,90,95290,73652,71574,4189,Présidentielles12017,77.29,77.29,2.18,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,28,14,501153,410840,401622,27293,Présidentielles12017,81.98,81.98,1.84,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,28,27,427533,345318,336777,16999,Présidentielles12017,80.77,80.77,2.0,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,28,50,379104,308902,300446,19238,Présidentielles12017,81.48,81.48,2.23,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,28,61,208734,170394,166057,8659,Présidentielles12017,81.63,81.63,2.08,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,28,76,881658,704364,686526,41516,Présidentielles12017,79.89,79.89,2.02,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,32,02,375752,295569,288140,12230,Présidentielles12017,78.66,78.66,1.98,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,32,59,1804668,1387595,1353803,76531,Présidentielles12017,76.89,76.89,1.87,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,32,60,562085,448831,437793,20525,Présidentielles12017,79.85,79.85,1.96,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,32,62,1090368,856174,833152,43084,Présidentielles12017,78.52,78.52,2.11,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,32,80,409014,328525,319636,14260,Présidentielles12017,80.32,80.32,2.17,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,08,194379,150303,146803,7234,Présidentielles12017,77.32,77.32,1.8,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,10,203847,164896,161068,6545,Présidentielles12017,80.89,80.89,1.88,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,51,381696,300431,293769,13683,Présidentielles12017,78.71,78.71,1.75,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,52,134148,105379,102440,4292,Présidentielles12017,78.55,78.55,2.19,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,54,495091,388596,379766,23632,Présidentielles12017,78.49,78.49,1.78,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,55,137629,109780,107045,4918,Présidentielles12017,79.77,79.77,1.99,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,57,751271,573771,559217,29480,Présidentielles12017,76.37,76.37,1.94,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,67,766539,612502,598105,31931,Présidentielles12017,79.9,79.9,1.88,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,68,526190,415694,403910,18694,Présidentielles12017,79.0,79.0,2.24,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,44,88,282612,226219,219502,10887,Présidentielles12017,80.05,80.05,2.38,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,52,44,993538,830941,811457,65140,Présidentielles12017,83.63,83.63,1.96,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,52,49,569425,472387,458958,29553,Présidentielles12017,82.96,82.96,2.36,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,52,53,222325,185933,180232,10247,Présidentielles12017,83.63,83.63,2.56,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,52,72,405440,331863,322444,17195,Présidentielles12017,81.85,81.85,2.32,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,52,85,514442,431575,418830,21356,Présidentielles12017,83.89,83.89,2.48,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,53,22,455958,384341,374969,32260,Présidentielles12017,84.29,84.29,2.06,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,53,29,690571,569935,557185,60781,Présidentielles12017,82.53,82.53,1.85,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,53,35,730142,613437,599341,53418,Présidentielles12017,84.02,84.02,1.93,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,53,56,577012,480899,468835,34368,Présidentielles12017,83.34,83.34,2.09,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,16,259954,204974,199013,12569,Présidentielles12017,78.85,78.85,2.29,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,17,491369,392018,382065,22023,Présidentielles12017,79.78,79.78,2.03,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,19,185277,150978,145613,9263,Présidentielles12017,81.49,81.49,2.9,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,23,93113,73196,70251,5494,Présidentielles12017,78.61,78.61,3.16,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,24,314020,256500,248710,15783,Présidentielles12017,81.68,81.68,2.48,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,33,1086982,870380,850820,64300,Présidentielles12017,80.07,80.07,1.8,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,40,310197,254786,247866,21550,Présidentielles12017,82.14,82.14,2.23,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,47,240931,194126,188822,10639,Présidentielles12017,80.57,80.57,2.2,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,64,502378,405021,395653,30589,Présidentielles12017,80.62,80.62,1.86,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,79,272385,221229,214398,14950,Présidentielles12017,81.22,81.22,2.51,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,86,307014,244887,237748,16861,Présidentielles12017,79.76,79.76,2.33,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,75,87,266322,215699,208415,16136,Présidentielles12017,80.99,80.99,2.74,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,09,117409,96017,93306,7326,Présidentielles12017,81.78,81.78,2.31,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,11,272695,220142,214361,13614,Présidentielles12017,80.73,80.73,2.12,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,12,218919,182450,177003,10878,Présidentielles12017,83.34,83.34,2.49,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,30,537939,430662,420682,20473,Présidentielles12017,80.06,80.06,1.86,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,31,906653,735868,719393,60180,Présidentielles12017,81.16,81.16,1.82,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,32,144959,121932,118683,9527,Présidentielles12017,84.11,84.11,2.24,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,34,800394,641024,626844,36180,Présidentielles12017,80.09,80.09,1.77,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,46,136322,113975,110787,7951,Présidentielles12017,83.61,83.61,2.34,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,48,59508,49559,48147,2733,Présidentielles12017,83.28,83.28,2.37,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,65,177690,143415,139689,9935,Présidentielles12017,80.71,80.71,2.1,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,66,347914,273930,266787,13455,Présidentielles12017,78.73,78.73,2.05,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,81,291194,240687,233757,15530,Présidentielles12017,82.66,82.66,2.38,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,76,82,183341,150718,146801,8567,Présidentielles12017,82.21,82.21,2.14,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,01,415886,334379,325799,16711,Présidentielles12017,80.4,80.4,2.06,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,03,253508,199233,192460,10619,Présidentielles12017,78.59,78.59,2.67,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,07,249258,202640,195556,11757,Présidentielles12017,81.3,81.3,2.84,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,15,117425,94658,91566,4810,Présidentielles12017,80.61,80.61,2.63,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,26,369489,296279,288741,17385,Présidentielles12017,80.19,80.19,2.04,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,38,856366,678362,662514,43652,Présidentielles12017,79.21,79.21,1.85,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,42,510809,401971,391367,22698,Présidentielles12017,78.69,78.69,2.08,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,43,177158,144283,139577,7435,Présidentielles12017,81.44,81.44,2.66,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,63,460939,367576,356567,25814,Présidentielles12017,79.75,79.75,2.39,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,69,1155604,906531,888512,60094,Présidentielles12017,78.45,78.45,1.56,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,73,310237,247491,241559,13752,Présidentielles12017,79.77,79.77,1.91,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,84,74,540033,423758,413498,21805,Présidentielles12017,78.47,78.47,1.9,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,93,04,126578,102255,99714,4983,Présidentielles12017,80.78,80.78,2.01,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,93,05,109907,89086,86927,5109,Présidentielles12017,81.06,81.06,1.96,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,93,06,761761,599858,587932,21067,Présidentielles12017,78.75,78.75,1.57,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,93,13,1372394,1072248,1049698,47564,Présidentielles12017,78.13,78.13,1.64,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,93,83,794777,625670,612438,21089,Présidentielles12017,78.72,78.72,1.66,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,93,84,402323,321721,314228,13553,Présidentielles12017,79.97,79.97,1.86,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,94,2A,108781,75023,72868,2546,Présidentielles12017,68.97,68.97,1.98,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,94,2B,124875,83968,81508,3234,Présidentielles12017,67.24,67.24,1.97,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,ROM,975,4966,2728,2632,217,Présidentielles12017,54.93,54.93,1.93,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,ROM,977,5232,2874,2805,71,Présidentielles12017,54.93,54.93,1.32,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,ROM,978,20153,5309,5060,176,Présidentielles12017,26.34,26.34,1.24,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,ROM,986,8464,5411,5348,1349,Présidentielles12017,63.93,63.93,0.74,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,ROM,987,203940,79413,75622,2203,Présidentielles12017,38.94,38.94,1.86,Rose,#FF5E9A
Parti Socialiste,PS,2017,Présidentielles,1,ROM,988,189483,91226,86946,8125,Présidentielles12017,48.14,48.14,2.26,Rose,#FF5E9A
Parti communiste français,BC-COM,2015,Départementales,1,01,971,310205,137788,124404,1168,Départementales12015,44.42,44.42,4.31,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,04,974,615757,269789,239890,7997,Départementales12015,43.81,43.81,4.86,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,11,78,949891,430548,416282,3004,Départementales12015,45.33,45.33,1.5,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,11,91,782340,371018,356993,948,Départementales12015,47.42,47.42,1.79,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,11,92,969410,447043,430420,1907,Départementales12015,46.11,46.11,1.71,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,11,93,760152,279952,268334,2363,Départementales12015,36.83,36.83,1.53,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,24,37,420269,213818,204118,1215,Départementales12015,50.88,50.88,2.31,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,24,41,244044,130353,124348,7849,Départementales12015,53.41,53.41,2.46,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,24,45,445425,222634,212807,1050,Départementales12015,49.98,49.98,2.21,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,27,25,362582,191025,181597,5974,Départementales12015,52.68,52.68,2.6,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,27,70,179518,106297,99992,1453,Départementales12015,59.21,59.21,3.51,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,27,71,407784,206962,194790,1839,Départementales12015,50.75,50.75,2.98,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,27,90,95135,51681,48785,1287,Départementales12015,54.32,54.32,3.04,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,28,14,490613,252306,239565,1550,Départementales12015,51.43,51.43,2.6,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,28,50,376202,190605,178973,725,Départementales12015,50.67,50.67,3.09,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,28,61,209846,113399,106428,847,Départementales12015,54.04,54.04,3.32,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,32,02,372896,198639,188967,3367,Départementales12015,53.27,53.27,2.59,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,32,59,1794274,839886,803289,15861,Départementales12015,46.81,46.81,2.04,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,32,62,1085420,562334,534258,16625,Départementales12015,51.81,51.81,2.59,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,08,194892,94865,90158,4315,Départementales12015,48.68,48.68,2.42,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,10,203973,102279,97263,6233,Départementales12015,50.14,50.14,2.46,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,51,379081,185480,177068,11553,Départementales12015,48.93,48.93,2.22,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,52,136691,72336,67342,1322,Départementales12015,52.92,52.92,3.65,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,54,491454,236664,226727,974,Départementales12015,48.16,48.16,2.02,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,55,138345,73425,69218,2280,Départementales12015,53.07,53.07,3.04,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,57,752911,337861,323872,1074,Départementales12015,44.87,44.87,1.86,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,68,528124,252450,239327,3230,Départementales12015,47.8,47.8,2.48,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,44,88,284404,149809,141077,3963,Départementales12015,52.67,52.67,3.07,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,52,49,558247,277317,261513,10579,Départementales12015,49.68,49.68,2.83,Rouge,#EE4A40
Parti communiste français,BC-COM,2015,Départementales,1,52,72,406376,202139,190189,1493,Départementales12015,49.74,49.74,2.94,Rouge,#EE4A40
