,liste,nom_liste,nuance,annee,election,tour,region,inscrits,votants,exprimes,voix,clef,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
186,François SAUVADET,Union de la droite,LUD,2015,Régionales,2,27,1996576,1220862,1162045,382216,Régionales22015,32.89,61.15,2.95,Bleu,#045BFF
187,Hervé MORIN,Union de la droite,LUD,2015,Régionales,1,28,2390813,1194273,1144411,319357,Régionales12015,27.91,49.95,2.09,Bleu,#045BFF
188,Hervé MORIN,Union de la droite,LUD,2015,Régionales,2,28,2390425,1412207,1360545,495556,Régionales22015,36.42,59.08,2.16,Bleu,#045BFF
189,José ROSSI,Union de la droite,LUD,2015,Régionales,2,94,229824,154042,149526,40480,Régionales22015,27.07,67.03,1.96,Bleu,#045BFF
190,Laurent WAUQUIEZ,Union de la droite,LUD,2015,Régionales,1,84,5310770,2597323,2507815,795661,Régionales12015,31.73,48.91,1.69,Bleu,#045BFF
191,Laurent WAUQUIEZ,Union de la droite,LUD,2015,Régionales,2,84,5310464,3063198,2958455,1201597,Régionales22015,40.62,57.68,1.97,Bleu,#045BFF
192,Marc LE FUR,Union de la droite,LUD,2015,Régionales,1,53,2421863,1249241,1202276,282006,Régionales12015,23.46,51.58,1.94,Bleu,#045BFF
193,Marc LE FUR,Union de la droite,LUD,2015,Régionales,2,53,2421628,1377445,1304825,387837,Régionales22015,29.72,56.88,3.0,Bleu,#045BFF
194,Philippe RICHERT,Union de la droite,LUD,2015,Régionales,1,44,3885530,1861600,1777643,459212,Régionales12015,25.83,47.91,2.16,Bleu,#045BFF
195,Philippe RICHERT,Union de la droite,LUD,2015,Régionales,2,44,3885868,2293374,2189981,1060059,Régionales22015,48.4,59.02,2.66,Bleu,#045BFF
196,Philippe VIGIER,Union de la droite,LUD,2015,Régionales,1,24,1817345,900317,859957,225777,Régionales12015,26.25,49.54,2.22,Bleu,#045BFF
197,Philippe VIGIER,Union de la droite,LUD,2015,Régionales,2,24,1817519,1076416,1028277,355628,Régionales22015,34.58,59.22,2.65,Bleu,#045BFF
198,Valérie PECRESSE,Union de la droite,LUD,2015,Régionales,1,11,7087089,3252700,3153293,962119,Régionales12015,30.51,45.9,1.4,Bleu,#045BFF
199,Valérie PECRESSE,Union de la droite,LUD,2015,Régionales,2,11,7086172,3859296,3720165,1629410,Régionales22015,43.8,54.46,1.96,Bleu,#045BFF
200,Virginie CALMELS,Union de la droite,LUD,2015,Régionales,1,75,4269146,2175973,2068865,562500,Régionales12015,27.19,50.97,2.51,Bleu,#045BFF
201,Virginie CALMELS,Union de la droite,LUD,2015,Régionales,2,75,4268772,2466376,2343298,798138,Régionales22015,34.06,57.78,2.88,Bleu,#045BFF
202,Xavier BERTRAND,Union de la droite,LUD,2015,Régionales,1,32,4237839,2322851,2236792,558420,Régionales12015,24.97,54.81,2.03,Bleu,#045BFF
203,Xavier BERTRAND,Union de la droite,LUD,2015,Régionales,2,32,4237939,2595417,2405002,1389340,Régionales22015,57.77,61.24,4.49,Bleu,#045BFF
204,Chantal GOMEZ,Extrême gauche,LEXG,2015,Régionales,1,84,5310770,2597323,2507815,31359,Régionales12015,1.25,48.91,1.69,Rouge,#EE4A40
205,Claire ROCHER,Extrême gauche,LEXG,2015,Régionales,1,27,1996679,1009561,962968,14518,Régionales12015,1.51,50.56,2.33,Rouge,#EE4A40
206,Eddy LE BELLER,Extrême gauche,LEXG,2015,Régionales,1,52,2664831,1331536,1268942,18626,Régionales12015,1.47,49.97,2.35,Rouge,#EE4A40
207,Eric PECQUEUR,Extrême gauche,LEXG,2015,Régionales,1,32,4237839,2322851,2236792,39041,Régionales12015,1.75,54.81,2.03,Rouge,#EE4A40
208,Farida MEGDOUD,Extrême gauche,LEXG,2015,Régionales,1,24,1817345,900317,859957,14612,Régionales12015,1.7,49.54,2.22,Rouge,#EE4A40
209,Gael ROBLIN,Extrême gauche,LEXG,2015,Régionales,1,53,2421863,1249241,1202276,7465,Régionales12015,0.62,51.58,1.94,Rouge,#EE4A40
210,Ghislaine JOACHIM-ARNAUD,Extrême gauche,LEXG,2015,Régionales,1,02,310723,127716,120629,2460,Régionales12015,2.04,41.1,2.28,Rouge,#EE4A40
211,Guillaume PERCHET,Extrême gauche,LEXG,2015,Régionales,1,75,4269146,2175973,2068865,29206,Régionales12015,1.41,50.97,2.51,Rouge,#EE4A40
212,Isabelle BONNET,Extrême gauche,LEXG,2015,Régionales,1,93,3526091,1831409,1775257,26279,Régionales12015,1.48,51.94,1.59,Rouge,#EE4A40
213,Jean Yves PAYET,Extrême gauche,LEXG,2015,Régionales,1,04,625471,278009,265794,1263,Régionales12015,0.48,44.45,1.95,Rouge,#EE4A40
214,Jean-Marie NOMERTIN,Extrême gauche,LEXG,2015,Régionales,1,01,313433,147975,140454,1992,Régionales12015,1.42,47.21,2.4,Rouge,#EE4A40
215,Julien WOSTYN,Extrême gauche,LEXG,2015,Régionales,1,44,3885530,1861600,1777643,26347,Régionales12015,1.48,47.91,2.16,Rouge,#EE4A40
216,Nathalie ARTHAUD,Extrême gauche,LEXG,2015,Régionales,1,11,7087089,3252700,3153293,44182,Régionales12015,1.4,45.9,1.4,Rouge,#EE4A40
217,Olivier TERRIEN,Extrême gauche,LEXG,2015,Régionales,1,52,2664831,1331536,1268942,2164,Régionales12015,0.17,49.97,2.35,Rouge,#EE4A40
218,Pascal LE MANACH,Extrême gauche,LEXG,2015,Régionales,1,28,2390813,1194273,1144411,20975,Régionales12015,1.83,49.95,2.09,Rouge,#EE4A40
219,Sandra TORREMOCHA,Extrême gauche,LEXG,2015,Régionales,1,76,4124642,2154655,2053576,37182,Régionales12015,1.81,52.24,2.45,Rouge,#EE4A40
220,Valérie HAMON,Extrême gauche,LEXG,2015,Régionales,1,53,2421863,1249241,1202276,16445,Régionales12015,1.37,51.58,1.94,Rouge,#EE4A40
221,Charles FOURNIER,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,24,1817345,900317,859957,56754,Régionales12015,6.6,49.54,2.22,Vert,#44EE8B
222,Cécile PRUDHOMME,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,1996679,1009561,962968,37707,Régionales12015,3.92,50.56,2.33,Vert,#44EE8B
223,Emmanuelle COSSE,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,7087089,3252700,3153293,253153,Régionales12015,8.03,45.9,1.4,Vert,#44EE8B
224,Françoise COUTANT,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,4269146,2175973,2068865,115782,Régionales12015,5.6,50.97,2.51,Vert,#44EE8B
225,René LOUAIL,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,53,2421863,1249241,1202276,80516,Régionales12015,6.7,51.58,1.94,Vert,#44EE8B
226,Sandrine BÉLIER,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,3885530,1861600,1777643,119091,Régionales12015,6.7,47.91,2.16,Vert,#44EE8B
227,Sophie BRINGUY,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,52,2664831,1331536,1268942,99253,Régionales12015,7.82,49.97,2.35,Vert,#44EE8B
228,Yanic SOUBIEN,Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,28,2390813,1194273,1144411,70231,Régionales12015,6.14,49.95,2.09,Vert,#44EE8B
229,Christophe BOUDOT,Front National,LFN,2015,Régionales,1,84,5310770,2597323,2507815,639923,Régionales12015,25.52,48.91,1.69,Bleu marine,#0C295A
230,Christophe BOUDOT,Front National,LFN,2015,Régionales,2,84,5310464,3063198,2958455,667102,Régionales22015,22.55,57.68,1.97,Bleu marine,#0C295A
231,Christophe CANIONI,Front National,LFN,2015,Régionales,1,94,229866,137143,133989,14176,Régionales12015,10.58,59.66,1.37,Bleu marine,#0C295A
232,Christophe CANIONI,Front National,LFN,2015,Régionales,2,94,229824,154042,149526,13599,Régionales22015,9.09,67.03,1.96,Bleu marine,#0C295A
233,Florian PHILIPPOT,Front National,LFN,2015,Régionales,1,44,3885530,1861600,1777643,641234,Régionales12015,36.07,47.91,2.16,Bleu marine,#0C295A
234,Florian PHILIPPOT,Front National,LFN,2015,Régionales,2,44,3885868,2293374,2189981,790166,Régionales22015,36.08,59.02,2.66,Bleu marine,#0C295A
235,Gilles PENNELLE,Front National,LFN,2015,Régionales,1,53,2421863,1249241,1202276,218474,Régionales12015,18.17,51.58,1.94,Bleu marine,#0C295A
236,Gilles PENNELLE,Front National,LFN,2015,Régionales,2,53,2421628,1377445,1304825,246177,Régionales22015,18.87,56.88,3.0,Bleu marine,#0C295A
237,Jacques COLOMBIER,Front National,LFN,2015,Régionales,1,75,4269146,2175973,2068865,480621,Régionales12015,23.23,50.97,2.51,Bleu marine,#0C295A
238,Jacques COLOMBIER,Front National,LFN,2015,Régionales,2,75,4268772,2466376,2343298,507789,Régionales22015,21.67,57.78,2.88,Bleu marine,#0C295A
239,Joseph GRONDIN,Front National,LFN,2015,Régionales,1,04,625471,278009,265794,6355,Régionales12015,2.39,44.45,1.95,Bleu marine,#0C295A
240,Louis ALIOT,Front National,LFN,2015,Régionales,1,76,4124642,2154655,2053576,653573,Régionales12015,31.83,52.24,2.45,Bleu marine,#0C295A
241,Louis ALIOT,Front National,LFN,2015,Régionales,2,76,4121310,2556086,2439233,826114,Régionales22015,33.87,62.02,2.84,Bleu marine,#0C295A
242,Marine LE PEN,Front National,LFN,2015,Régionales,1,32,4237839,2322851,2236792,909035,Régionales12015,40.64,54.81,2.03,Bleu marine,#0C295A
243,Marine LE PEN,Front National,LFN,2015,Régionales,2,32,4237939,2595417,2405002,1015662,Régionales22015,42.23,61.24,4.49,Bleu marine,#0C295A
244,Marion MARÉCHAL-LE PEN,Front National,LFN,2015,Régionales,1,93,3526091,1831409,1775257,719746,Régionales12015,40.54,51.94,1.59,Bleu marine,#0C295A
245,Marion MARÉCHAL-LE PEN,Front National,LFN,2015,Régionales,2,93,3525272,2126074,1959693,886177,Régionales22015,45.22,60.31,4.72,Bleu marine,#0C295A
246,Nicolas BAY,Front National,LFN,2015,Régionales,1,28,2390813,1194273,1144411,317118,Régionales12015,27.71,49.95,2.09,Bleu marine,#0C295A
247,Nicolas BAY,Front National,LFN,2015,Régionales,2,28,2390425,1412207,1360545,374142,Régionales22015,27.5,59.08,2.16,Bleu marine,#0C295A
248,Pascal GANNAT,Front National,LFN,2015,Régionales,1,52,2664831,1331536,1268942,270888,Régionales12015,21.35,49.97,2.35,Bleu marine,#0C295A
249,Pascal GANNAT,Front National,LFN,2015,Régionales,2,52,2664589,1525441,1452527,286711,Régionales22015,19.74,57.25,2.74,Bleu marine,#0C295A
250,Philippe LOISEAU,Front National,LFN,2015,Régionales,1,24,1817345,900317,859957,262156,Régionales12015,30.48,49.54,2.22,Bleu marine,#0C295A
251,Philippe LOISEAU,Front National,LFN,2015,Régionales,2,24,1817519,1076416,1028277,308432,Régionales22015,30.0,59.22,2.65,Bleu marine,#0C295A
252,Sophie MONTEL,Front National,LFN,2015,Régionales,1,27,1996679,1009561,962968,303143,Régionales12015,31.48,50.56,2.33,Bleu marine,#0C295A
253,Sophie MONTEL,Front National,LFN,2015,Régionales,2,27,1996576,1220862,1162045,376913,Régionales22015,32.44,61.15,2.95,Bleu marine,#0C295A
254,Stephan VIENNET,Front National,LFN,2015,Régionales,1,01,313433,147975,140454,1973,Régionales12015,1.4,47.21,2.4,Bleu marine,#0C295A
255,Wallerand DE SAINT JUST,Front National,LFN,2015,Régionales,1,11,7087089,3252700,3153293,580499,Régionales12015,18.41,45.9,1.4,Bleu marine,#0C295A
256,Wallerand DE SAINT JUST,Front National,LFN,2015,Régionales,2,11,7086172,3859296,3720165,521493,Régionales22015,14.02,54.46,1.96,Bleu marine,#0C295A
257,Christophe CAVARD,Écologiste,LECO,2015,Régionales,1,76,4124642,2154655,2053576,34936,Régionales12015,1.7,52.24,2.45,Vert,#44EE8B
258,Jean Marc GOVERNATORI,Écologiste,LECO,2015,Régionales,1,93,3526091,1831409,1775257,71901,Régionales12015,4.05,51.94,1.59,Vert,#44EE8B
259,Julien GONZALEZ,Écologiste,LECO,2015,Régionales,1,27,1996679,1009561,962968,20616,Régionales12015,2.14,50.56,2.33,Vert,#44EE8B
260,Christophe GRUDLER,Modem,LMDM,2015,Régionales,1,27,1996679,1009561,962968,31431,Régionales12015,3.26,50.56,2.33,Orange,#FF8948
261,Thierry ROBERT,Modem,LMDM,2015,Régionales,1,04,625471,278009,265794,54021,Régionales12015,20.32,44.45,1.95,Orange,#FF8948
262,Dominique BUCCHINI,Front de Gauche,LFG,2015,Régionales,1,94,229866,137143,133989,7448,Régionales12015,5.56,59.66,1.37,Rouge,#EE4A40
263,Nathalie VERMOREL,Front de Gauche,LFG,2015,Régionales,1,27,1996679,1009561,962968,44471,Régionales12015,4.62,50.56,2.33,Rouge,#EE4A40
264,Olivier DARTIGOLLES,Front de Gauche,LFG,2015,Régionales,1,75,4269146,2175973,2068865,100380,Régionales12015,4.85,50.97,2.51,Rouge,#EE4A40
265,Patrick PERON,Front de Gauche,LFG,2015,Régionales,1,44,3885530,1861600,1777643,57165,Régionales12015,3.22,47.91,2.16,Rouge,#EE4A40
266,Pierre LAURENT,Front de Gauche,LFG,2015,Régionales,1,11,7087089,3252700,3153293,208943,Régionales12015,6.63,45.9,1.4,Rouge,#EE4A40
267,Sébastien JUMEL,Front de Gauche,LFG,2015,Régionales,1,28,2390813,1194273,1144411,80590,Régionales12015,7.04,49.95,2.09,Rouge,#EE4A40
268,Xavier COMPAIN,Front de Gauche,LFG,2015,Régionales,1,53,2421863,1249241,1202276,44938,Régionales12015,3.74,51.58,1.94,Rouge,#EE4A40
269,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,01,316345,126651,112242,33930,Présidentielles12017,30.23,40.04,4.55,Jaune,#FFCE3E
270,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,02,310812,123957,109264,27893,Présidentielles12017,25.53,39.88,4.73,Jaune,#FFCE3E
271,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,03,92935,31925,26839,5031,Présidentielles12017,18.75,34.35,5.47,Jaune,#FFCE3E
272,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,04,639481,375252,350480,66292,Présidentielles12017,18.91,58.68,3.87,Jaune,#FFCE3E
273,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,06,83047,36187,33130,6364,Présidentielles12017,19.21,43.57,3.68,Jaune,#FFCE3E
274,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,11,7199231,5751509,5631456,1612516,Présidentielles12017,28.63,79.89,1.67,Jaune,#FFCE3E
275,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,24,1827657,1466892,1427614,323725,Présidentielles12017,22.68,80.26,2.15,Jaune,#FFCE3E
276,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,27,2001725,1588715,1544962,338191,Présidentielles12017,21.89,79.37,2.19,Jaune,#FFCE3E
277,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,28,2398182,1939818,1891428,422960,Présidentielles12017,22.36,80.89,2.02,Jaune,#FFCE3E
278,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,32,4241887,3316694,3232524,630285,Présidentielles12017,19.5,78.19,1.98,Jaune,#FFCE3E
279,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,44,3873402,3047571,2971625,615776,Présidentielles12017,20.72,78.68,1.96,Jaune,#FFCE3E
280,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,52,2705170,2252699,2191921,575832,Présidentielles12017,26.27,83.27,2.25,Jaune,#FFCE3E
281,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,53,2453683,2048612,2000330,581076,Présidentielles12017,29.05,83.49,1.97,Jaune,#FFCE3E
282,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,75,4329942,3483794,3389374,851304,Présidentielles12017,25.12,80.46,2.18,Jaune,#FFCE3E
283,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,76,4194937,3400379,3316240,740031,Présidentielles12017,22.32,81.06,2.01,Jaune,#FFCE3E
284,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,84,5416712,4297161,4187716,1025872,Présidentielles12017,24.5,79.33,2.02,Jaune,#FFCE3E
285,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,93,3567740,2810838,2750937,520978,Présidentielles12017,18.94,78.78,1.68,Jaune,#FFCE3E
286,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,94,233656,158991,154376,28528,Présidentielles12017,18.48,68.04,1.98,Jaune,#FFCE3E
287,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,1,ROM,432238,186961,178413,25883,Présidentielles12017,14.51,43.25,1.98,Jaune,#FFCE3E
288,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,01,316062,155610,133945,100635,Présidentielles22017,75.13,49.23,6.85,Jaune,#FFCE3E
289,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,02,310673,156134,134502,104307,Présidentielles22017,77.55,50.26,6.96,Jaune,#FFCE3E
290,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,03,92601,38685,33546,21769,Présidentielles22017,64.89,41.78,5.55,Jaune,#FFCE3E
291,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,04,639391,402250,351998,212081,Présidentielles22017,60.25,62.91,7.86,Jaune,#FFCE3E
292,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,06,82482,37723,33514,19140,Présidentielles22017,57.11,45.73,5.1,Jaune,#FFCE3E
293,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,11,7194953,5374712,4858965,3825279,Présidentielles22017,78.73,74.7,7.17,Jaune,#FFCE3E
294,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,24,1827599,1401729,1228723,777973,Présidentielles22017,63.32,76.7,9.47,Jaune,#FFCE3E
295,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,27,2001305,1548103,1348644,815709,Présidentielles22017,60.48,77.35,9.97,Jaune,#FFCE3E
296,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,28,2397069,1850300,1633534,1012062,Présidentielles22017,61.96,77.19,9.04,Jaune,#FFCE3E
297,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,32,4241543,3181359,2828570,1497401,Présidentielles22017,52.94,75.0,8.32,Jaune,#FFCE3E
298,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,44,3873152,2916968,2590008,1500652,Présidentielles22017,57.94,75.31,8.44,Jaune,#FFCE3E
299,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,52,2705034,2124844,1864549,1350276,Présidentielles22017,72.42,78.55,9.62,Jaune,#FFCE3E
300,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,53,2453233,1954928,1726688,1301226,Présidentielles22017,75.36,79.69,9.3,Jaune,#FFCE3E
301,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,75,4329082,3370241,2929305,2011068,Présidentielles22017,68.65,77.85,10.19,Jaune,#FFCE3E
302,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,76,4193817,3216862,2793669,1759816,Présidentielles22017,62.99,76.7,10.09,Jaune,#FFCE3E
303,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,84,5414461,4141707,3652917,2452191,Présidentielles22017,67.13,76.49,9.03,Jaune,#FFCE3E
304,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,93,3565160,2652228,2355752,1306636,Présidentielles22017,55.47,74.39,8.32,Jaune,#FFCE3E
305,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,94,233633,149482,129801,66819,Présidentielles22017,51.48,63.98,8.42,Jaune,#FFCE3E
306,Emmanuel MACRON,En Marche !,EM,2017,Présidentielles,2,ROM,432213,213508,197214,111744,Présidentielles22017,56.66,49.4,3.77,Jaune,#FFCE3E
307,Emmanuelle DE GENTILI,Parti Socialiste,LSOC,2015,Régionales,1,94,229866,137143,133989,4353,Régionales12015,3.25,59.66,1.37,Rose,#FF5E9A
308,Victorin LUREL,Parti Socialiste,LSOC,2015,Régionales,1,01,313433,147975,140454,57717,Régionales12015,41.09,47.21,2.4,Rose,#FF5E9A
309,Victorin LUREL,Parti Socialiste,LSOC,2015,Régionales,2,01,313433,179669,171277,72811,Régionales22015,42.51,57.32,2.68,Rose,#FF5E9A
310,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,01,316345,126651,112242,1312,Présidentielles12017,1.17,40.04,4.55,Gris,#E0E0E0
311,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,02,310812,123957,109264,1407,Présidentielles12017,1.29,39.88,4.73,Gris,#E0E0E0
312,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,03,92935,31925,26839,480,Présidentielles12017,1.79,34.35,5.47,Gris,#E0E0E0
313,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,04,639481,375252,350480,6029,Présidentielles12017,1.72,58.68,3.87,Gris,#E0E0E0
314,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,06,83047,36187,33130,408,Présidentielles12017,1.23,43.57,3.68,Gris,#E0E0E0
315,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,11,7199231,5751509,5631456,64391,Présidentielles12017,1.14,79.89,1.67,Gris,#E0E0E0
316,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,24,1827657,1466892,1427614,12075,Présidentielles12017,0.85,80.26,2.15,Gris,#E0E0E0
317,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,27,2001725,1588715,1544962,14332,Présidentielles12017,0.93,79.37,2.19,Gris,#E0E0E0
318,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,28,2398182,1939818,1891428,14301,Présidentielles12017,0.76,80.89,2.02,Gris,#E0E0E0
319,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,32,4241887,3316694,3232524,26043,Présidentielles12017,0.81,78.19,1.98,Gris,#E0E0E0
320,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,44,3873402,3047571,2971625,30223,Présidentielles12017,1.02,78.68,1.96,Gris,#E0E0E0
321,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,52,2705170,2252699,2191921,15529,Présidentielles12017,0.71,83.27,2.25,Gris,#E0E0E0
322,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,53,2453683,2048612,2000330,13419,Présidentielles12017,0.67,83.49,1.97,Gris,#E0E0E0
323,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,75,4329942,3483794,3389374,26664,Présidentielles12017,0.79,80.46,2.18,Gris,#E0E0E0
324,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,76,4194937,3400379,3316240,28603,Présidentielles12017,0.86,81.06,2.01,Gris,#E0E0E0
325,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,84,5416712,4297161,4187716,41336,Présidentielles12017,0.99,79.33,2.02,Gris,#E0E0E0
326,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,93,3567740,2810838,2750937,25950,Présidentielles12017,0.94,78.78,1.68,Gris,#E0E0E0
327,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,94,233656,158991,154376,965,Présidentielles12017,0.63,68.04,1.98,Gris,#E0E0E0
328,François ASSELINEAU,Union Populaire Républicaine,UPR,2017,Présidentielles,1,ROM,432238,186961,178413,3502,Présidentielles12017,1.96,43.25,1.98,Gris,#E0E0E0
329,François FILLON,Les Républicains,LR,2017,Présidentielles,1,01,316345,126651,112242,16305,Présidentielles12017,14.53,40.04,4.55,Bleu,#045BFF
330,François FILLON,Les Républicains,LR,2017,Présidentielles,1,02,310812,123957,109264,18400,Présidentielles12017,16.84,39.88,4.73,Bleu,#045BFF
331,François FILLON,Les Républicains,LR,2017,Présidentielles,1,03,92935,31925,26839,3935,Présidentielles12017,14.66,34.35,5.47,Bleu,#045BFF
332,François FILLON,Les Républicains,LR,2017,Présidentielles,1,04,639481,375252,350480,60508,Présidentielles12017,17.26,58.68,3.87,Bleu,#045BFF
333,François FILLON,Les Républicains,LR,2017,Présidentielles,1,06,83047,36187,33130,10808,Présidentielles12017,32.62,43.57,3.68,Bleu,#045BFF
334,François FILLON,Les Républicains,LR,2017,Présidentielles,1,11,7199231,5751509,5631456,1249586,Présidentielles12017,22.19,79.89,1.67,Bleu,#045BFF
335,François FILLON,Les Républicains,LR,2017,Présidentielles,1,24,1827657,1466892,1427614,300325,Présidentielles12017,21.04,80.26,2.15,Bleu,#045BFF
336,François FILLON,Les Républicains,LR,2017,Présidentielles,1,27,2001725,1588715,1544962,304391,Présidentielles12017,19.7,79.37,2.19,Bleu,#045BFF
337,François FILLON,Les Républicains,LR,2017,Présidentielles,1,28,2398182,1939818,1891428,370105,Présidentielles12017,19.57,80.89,2.02,Bleu,#045BFF
