,nom_liste,nuance,annee,election,tour,region,departement,inscrits,votants,exprimes,voix,clef
9784,PARTI PIRATE,N.C.,2019,Européennes,1,06,976,78603,22509,21063,8,Européennes12019
9785,PARTI PIRATE,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,3062,Européennes12019
9786,PARTI PIRATE,N.C.,2019,Européennes,1,11,77,878868,417810,402821,561,Européennes12019
9787,PARTI PIRATE,N.C.,2019,Européennes,1,11,78,951477,513068,499526,563,Européennes12019
9788,PARTI PIRATE,N.C.,2019,Européennes,1,11,91,793186,395679,383957,1675,Européennes12019
9789,PARTI PIRATE,N.C.,2019,Européennes,1,11,92,979624,540545,526874,1663,Européennes12019
9790,PARTI PIRATE,N.C.,2019,Européennes,1,11,93,768747,302965,290924,626,Européennes12019
9791,PARTI PIRATE,N.C.,2019,Européennes,1,11,94,786118,385196,374156,800,Européennes12019
9792,PARTI PIRATE,N.C.,2019,Européennes,1,11,95,721691,324558,313687,454,Européennes12019
9793,PARTI PIRATE,N.C.,2019,Européennes,1,24,18,225123,117002,109823,71,Européennes12019
9794,PARTI PIRATE,N.C.,2019,Européennes,1,24,28,298312,153634,146018,66,Européennes12019
9795,PARTI PIRATE,N.C.,2019,Européennes,1,24,36,167551,90493,83231,65,Européennes12019
9796,PARTI PIRATE,N.C.,2019,Européennes,1,24,37,427456,224977,214817,355,Européennes12019
9797,PARTI PIRATE,N.C.,2019,Européennes,1,24,41,241935,133444,124923,53,Européennes12019
9798,PARTI PIRATE,N.C.,2019,Européennes,1,24,45,449303,233608,223651,177,Européennes12019
9799,PARTI PIRATE,N.C.,2019,Européennes,1,27,21,356910,193144,185690,306,Européennes12019
9800,PARTI PIRATE,N.C.,2019,Européennes,1,27,25,362971,188003,178875,171,Européennes12019
9801,PARTI PIRATE,N.C.,2019,Européennes,1,27,39,186501,102371,96893,54,Européennes12019
9802,PARTI PIRATE,N.C.,2019,Européennes,1,27,58,155801,83551,78943,58,Européennes12019
9803,PARTI PIRATE,N.C.,2019,Européennes,1,27,70,176613,98586,91944,58,Européennes12019
9804,PARTI PIRATE,N.C.,2019,Européennes,1,27,71,401864,204713,193714,89,Européennes12019
9805,PARTI PIRATE,N.C.,2019,Européennes,1,27,89,237030,126430,120418,88,Européennes12019
9806,PARTI PIRATE,N.C.,2019,Européennes,1,27,90,93327,48532,45920,53,Européennes12019
9807,PARTI PIRATE,N.C.,2019,Européennes,1,28,14,496210,273161,261230,175,Européennes12019
9808,PARTI PIRATE,N.C.,2019,Européennes,1,28,27,424550,226749,216388,155,Européennes12019
9809,PARTI PIRATE,N.C.,2019,Européennes,1,28,50,377462,198264,185862,110,Européennes12019
9810,PARTI PIRATE,N.C.,2019,Européennes,1,28,61,204897,112185,105820,58,Européennes12019
9811,PARTI PIRATE,N.C.,2019,Européennes,1,28,76,867250,462272,442085,543,Européennes12019
9812,PARTI PIRATE,N.C.,2019,Européennes,1,32,02,371723,195472,185784,89,Européennes12019
9813,PARTI PIRATE,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,843,Européennes12019
9814,PARTI PIRATE,N.C.,2019,Européennes,1,32,60,557879,286939,274413,248,Européennes12019
9815,PARTI PIRATE,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,486,Européennes12019
9816,PARTI PIRATE,N.C.,2019,Européennes,1,32,80,403621,221028,207983,83,Européennes12019
9817,PARTI PIRATE,N.C.,2019,Européennes,1,44,08,191612,97530,92443,60,Européennes12019
9818,PARTI PIRATE,N.C.,2019,Européennes,1,44,10,202403,107769,102490,60,Européennes12019
9819,PARTI PIRATE,N.C.,2019,Européennes,1,44,51,375974,192260,183375,102,Européennes12019
9820,PARTI PIRATE,N.C.,2019,Européennes,1,44,52,131342,71058,66184,26,Européennes12019
9821,PARTI PIRATE,N.C.,2019,Européennes,1,44,54,489123,246772,237266,275,Européennes12019
9822,PARTI PIRATE,N.C.,2019,Européennes,1,44,55,135433,73357,69381,33,Européennes12019
9823,PARTI PIRATE,N.C.,2019,Européennes,1,44,57,748186,352717,338303,306,Européennes12019
9824,PARTI PIRATE,N.C.,2019,Européennes,1,44,67,769523,395020,378503,1089,Européennes12019
9825,PARTI PIRATE,N.C.,2019,Européennes,1,44,68,529108,262321,248452,380,Européennes12019
9826,PARTI PIRATE,N.C.,2019,Européennes,1,44,88,280326,150403,140825,63,Européennes12019
9827,PARTI PIRATE,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,1055,Européennes12019
9828,PARTI PIRATE,N.C.,2019,Européennes,1,52,49,570021,297279,279580,255,Européennes12019
9829,PARTI PIRATE,N.C.,2019,Européennes,1,52,53,221985,114560,104783,142,Européennes12019
9830,PARTI PIRATE,N.C.,2019,Européennes,1,52,72,405219,209912,195561,277,Européennes12019
9831,PARTI PIRATE,N.C.,2019,Européennes,1,52,85,521561,278725,259475,324,Européennes12019
9832,PARTI PIRATE,N.C.,2019,Européennes,1,53,22,455125,260137,245886,167,Européennes12019
9833,PARTI PIRATE,N.C.,2019,Européennes,1,53,29,687705,372970,357080,444,Européennes12019
9834,PARTI PIRATE,N.C.,2019,Européennes,1,53,35,731815,397396,379476,843,Européennes12019
9835,PARTI PIRATE,N.C.,2019,Européennes,1,53,56,581139,319354,304435,329,Européennes12019
9836,PARTI PIRATE,N.C.,2019,Européennes,1,75,16,257530,135298,127230,41,Européennes12019
9837,PARTI PIRATE,N.C.,2019,Européennes,1,75,17,493701,266722,255187,211,Européennes12019
9838,PARTI PIRATE,N.C.,2019,Européennes,1,75,19,183950,102514,95364,114,Européennes12019
9839,PARTI PIRATE,N.C.,2019,Européennes,1,75,23,92094,49113,45285,17,Européennes12019
9840,PARTI PIRATE,N.C.,2019,Européennes,1,75,24,314086,183027,170074,199,Européennes12019
9841,PARTI PIRATE,N.C.,2019,Européennes,1,75,33,1093495,589094,566649,644,Européennes12019
9842,PARTI PIRATE,N.C.,2019,Européennes,1,75,40,312391,174202,163502,67,Européennes12019
9843,PARTI PIRATE,N.C.,2019,Européennes,1,75,47,240105,132049,123405,324,Européennes12019
9844,PARTI PIRATE,N.C.,2019,Européennes,1,75,64,502630,269207,254232,120,Européennes12019
9845,PARTI PIRATE,N.C.,2019,Européennes,1,75,79,270571,141299,132544,120,Européennes12019
9846,PARTI PIRATE,N.C.,2019,Européennes,1,75,86,301831,161401,152227,175,Européennes12019
9847,PARTI PIRATE,N.C.,2019,Européennes,1,75,87,262918,148489,137475,92,Européennes12019
9848,PARTI PIRATE,N.C.,2019,Européennes,1,76,09,117516,66743,62980,34,Européennes12019
9849,PARTI PIRATE,N.C.,2019,Européennes,1,76,11,273770,154370,144096,204,Européennes12019
9850,PARTI PIRATE,N.C.,2019,Européennes,1,76,12,217280,125002,115616,52,Européennes12019
9851,PARTI PIRATE,N.C.,2019,Européennes,1,76,30,538091,280903,270048,212,Européennes12019
9852,PARTI PIRATE,N.C.,2019,Européennes,1,76,31,886139,495693,478441,1315,Européennes12019
9853,PARTI PIRATE,N.C.,2019,Européennes,1,76,32,145082,84768,78967,92,Européennes12019
9854,PARTI PIRATE,N.C.,2019,Européennes,1,76,34,807065,424970,409250,569,Européennes12019
9855,PARTI PIRATE,N.C.,2019,Européennes,1,76,46,137027,81139,75590,23,Européennes12019
9856,PARTI PIRATE,N.C.,2019,Européennes,1,76,48,59213,33545,31395,33,Européennes12019
9857,PARTI PIRATE,N.C.,2019,Européennes,1,76,65,175893,96662,90722,52,Européennes12019
9858,PARTI PIRATE,N.C.,2019,Européennes,1,76,66,349819,185456,176957,142,Européennes12019
9859,PARTI PIRATE,N.C.,2019,Européennes,1,76,81,291352,166862,156503,180,Européennes12019
9860,PARTI PIRATE,N.C.,2019,Européennes,1,76,82,184069,102285,95706,273,Européennes12019
9861,PARTI PIRATE,N.C.,2019,Européennes,1,84,01,417835,208205,199116,138,Européennes12019
9862,PARTI PIRATE,N.C.,2019,Européennes,1,84,03,248381,135088,125949,41,Européennes12019
9863,PARTI PIRATE,N.C.,2019,Européennes,1,84,07,249119,137779,130676,86,Européennes12019
9864,PARTI PIRATE,N.C.,2019,Européennes,1,84,15,114700,60624,56222,44,Européennes12019
9865,PARTI PIRATE,N.C.,2019,Européennes,1,84,26,368695,195156,186029,188,Européennes12019
9866,PARTI PIRATE,N.C.,2019,Européennes,1,84,38,854187,437954,423033,643,Européennes12019
9867,PARTI PIRATE,N.C.,2019,Européennes,1,84,42,506148,254767,243726,261,Européennes12019
9868,PARTI PIRATE,N.C.,2019,Européennes,1,84,43,176688,96986,91268,48,Européennes12019
9869,PARTI PIRATE,N.C.,2019,Européennes,1,84,63,458200,249682,236179,362,Européennes12019
9870,PARTI PIRATE,N.C.,2019,Européennes,1,84,69,1121583,576677,561683,1636,Européennes12019
9871,PARTI PIRATE,N.C.,2019,Européennes,1,84,73,308562,159869,153608,123,Européennes12019
9872,PARTI PIRATE,N.C.,2019,Européennes,1,84,74,537932,265249,255388,267,Européennes12019
9873,PARTI PIRATE,N.C.,2019,Européennes,1,93,04,126239,69630,66315,116,Européennes12019
9874,PARTI PIRATE,N.C.,2019,Européennes,1,93,05,109695,60287,57501,32,Européennes12019
9875,PARTI PIRATE,N.C.,2019,Européennes,1,93,06,755807,376692,364199,311,Européennes12019
9876,PARTI PIRATE,N.C.,2019,Européennes,1,93,13,1366312,660606,638913,916,Européennes12019
9877,PARTI PIRATE,N.C.,2019,Européennes,1,93,83,789717,399243,386735,228,Européennes12019
9878,PARTI PIRATE,N.C.,2019,Européennes,1,93,84,401793,206090,197376,215,Européennes12019
9879,PARTI PIRATE,N.C.,2019,Européennes,1,94,2A,109111,41051,39748,18,Européennes12019
9880,PARTI PIRATE,N.C.,2019,Européennes,1,94,2B,124224,47637,46162,22,Européennes12019
9881,PARTI PIRATE,N.C.,2019,Européennes,1,ROM,975,4958,1428,1303,4,Européennes12019
9882,PARTI PIRATE,N.C.,2019,Européennes,1,ROM,977,5177,1119,1075,1,Européennes12019
9883,PARTI PIRATE,N.C.,2019,Européennes,1,ROM,978,18150,2295,2057,0,Européennes12019
9884,PARTI PIRATE,N.C.,2019,Européennes,1,ROM,986,8762,3034,2979,0,Européennes12019
9885,PARTI PIRATE,N.C.,2019,Européennes,1,ROM,987,195598,43364,36333,42,Européennes12019
9886,PARTI PIRATE,N.C.,2019,Européennes,1,ROM,988,209832,40323,38971,19,Européennes12019
9887,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,01,971,307795,44223,38256,488,Européennes12019
9888,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,02,972,301572,45909,39362,971,Européennes12019
9889,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,03,973,93052,12480,11522,203,Européennes12019
9890,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,04,974,644089,197472,179718,4360,Européennes12019
9891,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,06,976,78603,22509,21063,200,Européennes12019
9892,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,23622,Européennes12019
9893,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,77,878868,417810,402821,8635,Européennes12019
9894,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,78,951477,513068,499526,8044,Européennes12019
9895,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,91,793186,395679,383957,10162,Européennes12019
9896,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,92,979624,540545,526874,12952,Européennes12019
9897,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,93,768747,302965,290924,16961,Européennes12019
9898,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,94,786118,385196,374156,17167,Européennes12019
9899,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,11,95,721691,324558,313687,7327,Européennes12019
9900,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,24,18,225123,117002,109823,4690,Européennes12019
9901,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,24,28,298312,153634,146018,2362,Européennes12019
9902,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,24,36,167551,90493,83231,2494,Européennes12019
9903,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,24,37,427456,224977,214817,4419,Européennes12019
9904,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,24,41,241935,133444,124923,2660,Européennes12019
9905,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,24,45,449303,233608,223651,4991,Européennes12019
9906,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,21,356910,193144,185690,3130,Européennes12019
9907,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,25,362971,188003,178875,2955,Européennes12019
9908,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,39,186501,102371,96893,1984,Européennes12019
9909,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,58,155801,83551,78943,2932,Européennes12019
9910,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,70,176613,98586,91944,1704,Européennes12019
9911,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,71,401864,204713,193714,4330,Européennes12019
9912,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,89,237030,126430,120418,2493,Européennes12019
9913,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,27,90,93327,48532,45920,890,Européennes12019
9914,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,28,14,496210,273161,261230,5181,Européennes12019
9915,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,28,27,424550,226749,216388,4473,Européennes12019
9916,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,28,50,377462,198264,185862,3624,Européennes12019
9917,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,28,61,204897,112185,105820,1563,Européennes12019
9918,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,28,76,867250,462272,442085,16987,Européennes12019
9919,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,32,02,371723,195472,185784,3826,Européennes12019
9920,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,26040,Européennes12019
9921,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,32,60,557879,286939,274413,6407,Européennes12019
9922,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,16361,Européennes12019
9923,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,32,80,403621,221028,207983,4646,Européennes12019
9924,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,08,191612,97530,92443,1857,Européennes12019
9925,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,10,202403,107769,102490,1922,Européennes12019
9926,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,51,375974,192260,183375,3062,Européennes12019
9927,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,52,131342,71058,66184,1062,Européennes12019
9928,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,54,489123,246772,237266,6160,Européennes12019
9929,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,55,135433,73357,69381,1050,Européennes12019
9930,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,57,748186,352717,338303,5865,Européennes12019
9931,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,67,769523,395020,378503,3415,Européennes12019
9932,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,68,529108,262321,248452,2453,Européennes12019
9933,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,44,88,280326,150403,140825,2395,Européennes12019
9934,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,9865,Européennes12019
9935,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,52,49,570021,297279,279580,4520,Européennes12019
9936,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,52,53,221985,114560,104783,1503,Européennes12019
9937,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,52,72,405219,209912,195561,4433,Européennes12019
9938,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,52,85,521561,278725,259475,3784,Européennes12019
9939,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,53,22,455125,260137,245886,7563,Européennes12019
9940,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,53,29,687705,372970,357080,8068,Européennes12019
9941,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,53,35,731815,397396,379476,6906,Européennes12019
9942,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,53,56,581139,319354,304435,6070,Européennes12019
9943,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,16,257530,135298,127230,2990,Européennes12019
9944,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,17,493701,266722,255187,4838,Européennes12019
9945,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,19,183950,102514,95364,4663,Européennes12019
9946,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,23,92094,49113,45285,1648,Européennes12019
9947,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,24,314086,183027,170074,6268,Européennes12019
9948,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,33,1093495,589094,566649,12616,Européennes12019
9949,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,40,312391,174202,163502,4798,Européennes12019
9950,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,47,240105,132049,123405,3160,Européennes12019
9951,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,64,502630,269207,254232,5949,Européennes12019
9952,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,79,270571,141299,132544,2261,Européennes12019
9953,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,86,301831,161401,152227,3723,Européennes12019
9954,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,75,87,262918,148489,137475,5258,Européennes12019
9955,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,09,117516,66743,62980,2155,Européennes12019
9956,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,11,273770,154370,144096,4347,Européennes12019
9957,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,12,217280,125002,115616,2739,Européennes12019
9958,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,30,538091,280903,270048,9607,Européennes12019
9959,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,31,886139,495693,478441,11137,Européennes12019
9960,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,32,145082,84768,78967,2171,Européennes12019
9961,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,34,807065,424970,409250,11063,Européennes12019
9962,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,46,137027,81139,75590,2485,Européennes12019
9963,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,48,59213,33545,31395,947,Européennes12019
9964,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,65,175893,96662,90722,4035,Européennes12019
9965,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,66,349819,185456,176957,5684,Européennes12019
9966,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,81,291352,166862,156503,3713,Européennes12019
9967,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,76,82,184069,102285,95706,2262,Européennes12019
9968,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,01,417835,208205,199116,3207,Européennes12019
9969,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,03,248381,135088,125949,6207,Européennes12019
9970,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,07,249119,137779,130676,4396,Européennes12019
9971,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,15,114700,60624,56222,1474,Européennes12019
9972,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,26,368695,195156,186029,4416,Européennes12019
9973,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,38,854187,437954,423033,9895,Européennes12019
9974,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,42,506148,254767,243726,6541,Européennes12019
9975,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,43,176688,96986,91268,1952,Européennes12019
9976,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,63,458200,249682,236179,10430,Européennes12019
9977,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,69,1121583,576677,561683,11170,Européennes12019
9978,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,73,308562,159869,153608,3606,Européennes12019
9979,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,84,74,537932,265249,255388,3103,Européennes12019
9980,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,93,04,126239,69630,66315,2136,Européennes12019
9981,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,93,05,109695,60287,57501,1417,Européennes12019
9982,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,93,06,755807,376692,364199,6905,Européennes12019
9983,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,93,13,1366312,660606,638913,24138,Européennes12019
9984,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,93,83,789717,399243,386735,7608,Européennes12019
9985,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,93,84,401793,206090,197376,4575,Européennes12019
9986,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,94,2A,109111,41051,39748,1329,Européennes12019
9987,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,94,2B,124224,47637,46162,1985,Européennes12019
9988,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,ROM,975,4958,1428,1303,20,Européennes12019
9989,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,ROM,977,5177,1119,1075,4,Européennes12019
9990,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,ROM,978,18150,2295,2057,23,Européennes12019
9991,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,ROM,986,8762,3034,2979,59,Européennes12019
9992,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,ROM,987,195598,43364,36333,531,Européennes12019
9993,POUR L'EUROPE DES GENS,N.C.,2019,Européennes,1,ROM,988,209832,40323,38971,382,Européennes12019
9994,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,01,971,307795,44223,38256,9072,Européennes12019
9995,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,02,972,301572,45909,39362,6363,Européennes12019
9996,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,03,973,93052,12480,11522,3165,Européennes12019
9997,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,04,974,644089,197472,179718,56143,Européennes12019
9998,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,06,976,78603,22509,21063,9597,Européennes12019
9999,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,53729,Européennes12019
10000,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,77,878868,417810,402821,98286,Européennes12019
10001,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,78,951477,513068,499526,71717,Européennes12019
10002,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,91,793186,395679,383957,67482,Européennes12019
10003,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,92,979624,540545,526874,49793,Européennes12019
10004,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,93,768747,302965,290924,47328,Européennes12019
10005,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,94,786118,385196,374156,49701,Européennes12019
10006,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,11,95,721691,324558,313687,61184,Européennes12019
10007,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,24,18,225123,117002,109823,30128,Européennes12019
10008,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,24,28,298312,153634,146018,40708,Européennes12019
10009,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,24,36,167551,90493,83231,23653,Européennes12019
10010,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,24,37,427456,224977,214817,44502,Européennes12019
10011,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,24,41,241935,133444,124923,33917,Européennes12019
10012,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,24,45,449303,233608,223651,56495,Européennes12019
10013,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,21,356910,193144,185690,44297,Européennes12019
10014,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,25,362971,188003,178875,40321,Européennes12019
10015,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,39,186501,102371,96893,23783,Européennes12019
10016,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,58,155801,83551,78943,22116,Européennes12019
10017,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,70,176613,98586,91944,30152,Européennes12019
10018,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,71,401864,204713,193714,49037,Européennes12019
10019,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,89,237030,126430,120418,38355,Européennes12019
10020,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,27,90,93327,48532,45920,12448,Européennes12019
10021,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,28,14,496210,273161,261230,60139,Européennes12019
10022,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,28,27,424550,226749,216388,68219,Européennes12019
10023,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,28,50,377462,198264,185862,43304,Européennes12019
10024,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,28,61,204897,112185,105820,28395,Européennes12019
10025,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,28,76,867250,462272,442085,122000,Européennes12019
10026,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,32,02,371723,195472,185784,74071,Européennes12019
10027,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,252169,Européennes12019
10028,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,32,60,557879,286939,274413,90301,Européennes12019
10029,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,205324,Européennes12019
10030,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,32,80,403621,221028,207983,69388,Européennes12019
10031,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,08,191612,97530,92443,33170,Européennes12019
10032,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,10,202403,107769,102490,34267,Européennes12019
10033,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,51,375974,192260,183375,55456,Européennes12019
10034,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,52,131342,71058,66184,23908,Européennes12019
10035,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,54,489123,246772,237266,62437,Européennes12019
10036,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,55,135433,73357,69381,23652,Européennes12019
10037,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,57,748186,352717,338303,98460,Européennes12019
10038,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,67,769523,395020,378503,85924,Européennes12019
10039,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,68,529108,262321,248452,64048,Européennes12019
10040,PRENEZ LE POUVOIR,N.C.,2019,Européennes,1,44,88,280326,150403,140825,42672,Européennes12019
